window_length,duration_minutes,sampling_interval_minutes,value_mean,value_std,value_min,value_max,value_median,value_q25,value_q75,value_range,value_iqr,value_first,value_last,value_trend,value_abs_diff_mean,value_abs_diff_std,value_max_jump,value_energy,peak_to_mean_ratio,source_file,anomaly
48,235.0,5.0,20.1497599233,0.19383433731326874,20.003839998,20.4799997542,20.0575999705,20.01535999215,20.19199990165,0.4761597562000013,0.1766399095000004,20.4799997542,20.003839998,-0.011765100358488958,0.010131058642553219,0.056260414621026204,0.38399980340000184,406.05039671694857,1.016389268763353,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.005759997050003,0.00791635876296801,20.0,20.0191999902,20.001919999000002,20.0,20.00767999605,0.019199990200000627,0.007679996050001137,20.0191999902,20.0,-0.00048020817837660096,0.0004085104297872474,0.002273021930680061,0.015359992200000505,400.23049572830206,1.0006718061774198,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,400.0,1.0,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,400.0,1.0,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,400.0,1.0,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,32.0,20.784609690826528,20.0,68.0,20.0,20.0,32.0,48.0,12.0,20.0,68.0,1.1254884932696485,1.0212765957446808,6.92663487638325,48.0,1456.0,2.125,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,61.279999999999994,24.229304571118007,20.0,79.52,72.8,56.0,78.08,59.519999999999996,22.08,20.0,79.52,1.4706382978723402,1.2663829787234042,7.03255542838642,48.0,4342.297599999999,1.297650130548303,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,79.2512,0.9691721828447222,77.6,79.9808,79.71199999999999,79.03999999999999,79.9232,2.380800000000008,0.8832000000000022,77.6,79.9808,0.058825531914892815,0.05065531914893633,0.281302217135457,1.9200000000000017,6281.69199616,1.0092061697488492,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,79.970048,0.038766887313786906,79.904,79.99923199999998,79.98848000000001,79.9616,79.996928,0.09523199999998155,0.0353279999999927,79.904,79.99923199999998,0.0023530212765937035,0.002026212765957054,0.011252088685419062,0.07680000000000575,6395.210079993856,1.0003649366322749,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,79.99880192,0.0015506754925530414,79.99616,79.99996928,79.9995392,79.99846399999998,79.99987712000002,0.0038092799999986937,0.001413120000037793,79.99616,79.99996928,9.412085106355565e-05,8.104851063827009e-05,0.0004500835474142653,0.0030719999999746506,6399.80831103999,1.000014592218533,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,53.59995207680001,26.617243518146797,22.3999987712,79.99996928,55.999920128000014,29.5999950848,79.99987712000002,57.5999705088,50.39988203520002,79.99984640000002,22.3999987712,-1.7257452581794204,1.2255339018893612,7.034212259345764,47.999975424,3581.4325151395847,1.4925380747612063,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,23.743998083050002,4.845858433158583,20.0959999508,31.999993856,21.4399992627,20.38399980335,24.7999975424,11.9039939052,4.415997739049999,31.999993856,20.0959999508,-0.2941275089825449,0.2532764660680851,1.4065103655446323,9.5999950848,587.2597889220962,1.3477087449246241,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.1497599233,0.19383433731326874,20.003839998,20.4799997542,20.0575999705,20.01535999215,20.19199990165,0.4761597562000013,0.1766399095000004,20.4799997542,20.003839998,-0.011765100358488958,0.010131058642553219,0.056260414621026204,0.38399980340000184,406.05039671694857,1.016389268763353,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.005759997050003,0.00791635876296801,20.0,20.0191999902,20.001919999000002,20.0,20.00767999605,0.019199990200000627,0.007679996050001137,20.0191999902,20.0,-0.00048020817837660096,0.0004085104297872474,0.002273021930680061,0.015359992200000505,400.23049572830206,1.0006718061774198,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,400.0,1.0,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,400.0,1.0,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,400.0,1.0,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,32.0,20.784609690826528,20.0,68.0,20.0,20.0,32.0,48.0,12.0,20.0,68.0,1.1254884932696485,1.0212765957446808,6.92663487638325,48.0,1456.0,2.125,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,61.279999999999994,24.229304571118007,20.0,79.52,72.8,56.0,78.08,59.519999999999996,22.08,20.0,79.52,1.4706382978723402,1.2663829787234042,7.03255542838642,48.0,4342.297599999999,1.297650130548303,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,79.2512,0.9691721828447222,77.6,79.9808,79.71199999999999,79.03999999999999,79.9232,2.380800000000008,0.8832000000000022,77.6,79.9808,0.058825531914892815,0.05065531914893633,0.281302217135457,1.9200000000000017,6281.69199616,1.0092061697488492,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,79.970048,0.038766887313786906,79.904,79.99923199999998,79.98848000000001,79.9616,79.996928,0.09523199999998155,0.0353279999999927,79.904,79.99923199999998,0.0023530212765937035,0.002026212765957054,0.011252088685419062,0.07680000000000575,6395.210079993856,1.0003649366322749,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,79.99880192,0.0015506754925530414,79.99616,79.99996928,79.9995392,79.99846399999998,79.99987712000002,0.0038092799999986937,0.001413120000037793,79.99616,79.99996928,9.412085106355565e-05,8.104851063827009e-05,0.0004500835474142653,0.0030719999999746506,6399.80831103999,1.000014592218533,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,53.59995207680001,26.617243518146797,22.3999987712,79.99996928,55.999920128000014,29.5999950848,79.99987712000002,57.5999705088,50.39988203520002,79.99984640000002,22.3999987712,-1.7257452581794204,1.2255339018893612,7.034212259345764,47.999975424,3581.4325151395847,1.4925380747612063,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,23.743998083050002,4.845858433158583,20.0959999508,31.999993856,21.4399992627,20.38399980335,24.7999975424,11.9039939052,4.415997739049999,31.999993856,20.0959999508,-0.2941275089825449,0.2532764660680851,1.4065103655446323,9.5999950848,587.2597889220962,1.3477087449246241,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.1497599233,0.19383433731326874,20.003839998,20.4799997542,20.0575999705,20.01535999215,20.19199990165,0.4761597562000013,0.1766399095000004,20.4799997542,20.003839998,-0.011765100358488958,0.010131058642553219,0.056260414621026204,0.38399980340000184,406.05039671694857,1.016389268763353,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.005759997050003,0.00791635876296801,20.0,20.0191999902,20.001919999000002,20.0,20.00767999605,0.019199990200000627,0.007679996050001137,20.0191999902,20.0,-0.00048020817837660096,0.0004085104297872474,0.002273021930680061,0.015359992200000505,400.23049572830206,1.0006718061774198,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,400.0,1.0,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,400.0,1.0,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,400.0,1.0,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,32.0,20.784609690826528,20.0,68.0,20.0,20.0,32.0,48.0,12.0,20.0,68.0,1.1254884932696485,1.0212765957446808,6.92663487638325,48.0,1456.0,2.125,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,61.279999999999994,24.229304571118007,20.0,79.52,72.8,56.0,78.08,59.519999999999996,22.08,20.0,79.52,1.4706382978723402,1.2663829787234042,7.03255542838642,48.0,4342.297599999999,1.297650130548303,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,79.2512,0.9691721828447222,77.6,79.9808,79.71199999999999,79.03999999999999,79.9232,2.380800000000008,0.8832000000000022,77.6,79.9808,0.058825531914892815,0.05065531914893633,0.281302217135457,1.9200000000000017,6281.69199616,1.0092061697488492,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,79.970048,0.038766887313786906,79.904,79.99923199999998,79.98848000000001,79.9616,79.996928,0.09523199999998155,0.0353279999999927,79.904,79.99923199999998,0.0023530212765937035,0.002026212765957054,0.011252088685419062,0.07680000000000575,6395.210079993856,1.0003649366322749,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,79.99880192,0.0015506754925530414,79.99616,79.99996928,79.9995392,79.99846399999998,79.99987712000002,0.0038092799999986937,0.001413120000037793,79.99616,79.99996928,9.412085106355565e-05,8.104851063827009e-05,0.0004500835474142653,0.0030719999999746506,6399.80831103999,1.000014592218533,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,53.59995207680001,26.617243518146797,22.3999987712,79.99996928,55.999920128000014,29.5999950848,79.99987712000002,57.5999705088,50.39988203520002,79.99984640000002,22.3999987712,-1.7257452581794204,1.2255339018893612,7.034212259345764,47.999975424,3581.4325151395847,1.4925380747612063,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,23.743998083050002,4.845858433158583,20.0959999508,31.999993856,21.4399992627,20.38399980335,24.7999975424,11.9039939052,4.415997739049999,31.999993856,20.0959999508,-0.2941275089825449,0.2532764660680851,1.4065103655446323,9.5999950848,587.2597889220962,1.3477087449246241,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.1497599233,0.19383433731326874,20.003839998,20.4799997542,20.0575999705,20.01535999215,20.19199990165,0.4761597562000013,0.1766399095000004,20.4799997542,20.003839998,-0.011765100358488958,0.010131058642553219,0.056260414621026204,0.38399980340000184,406.05039671694857,1.016389268763353,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.005759997050003,0.00791635876296801,20.0,20.0191999902,20.001919999000002,20.0,20.00767999605,0.019199990200000627,0.007679996050001137,20.0191999902,20.0,-0.00048020817837660096,0.0004085104297872474,0.002273021930680061,0.015359992200000505,400.23049572830206,1.0006718061774198,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,400.0,1.0,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,400.0,1.0,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,400.0,1.0,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,32.0,20.784609690826528,20.0,68.0,20.0,20.0,32.0,48.0,12.0,20.0,68.0,1.1254884932696485,1.0212765957446808,6.92663487638325,48.0,1456.0,2.125,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,61.279999999999994,24.229304571118007,20.0,79.52,72.8,56.0,78.08,59.519999999999996,22.08,20.0,79.52,1.4706382978723402,1.2663829787234042,7.03255542838642,48.0,4342.297599999999,1.297650130548303,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,79.2512,0.9691721828447222,77.6,79.9808,79.71199999999999,79.03999999999999,79.9232,2.380800000000008,0.8832000000000022,77.6,79.9808,0.058825531914892815,0.05065531914893633,0.281302217135457,1.9200000000000017,6281.69199616,1.0092061697488492,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,79.970048,0.038766887313786906,79.904,79.99923199999998,79.98848000000001,79.9616,79.996928,0.09523199999998155,0.0353279999999927,79.904,79.99923199999998,0.0023530212765937035,0.002026212765957054,0.011252088685419062,0.07680000000000575,6395.210079993856,1.0003649366322749,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,79.99880192,0.0015506754925530414,79.99616,79.99996928,79.9995392,79.99846399999998,79.99987712000002,0.0038092799999986937,0.001413120000037793,79.99616,79.99996928,9.412085106355565e-05,8.104851063827009e-05,0.0004500835474142653,0.0030719999999746506,6399.80831103999,1.000014592218533,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,53.59995207680001,26.617243518146797,22.3999987712,79.99996928,55.999920128000014,29.5999950848,79.99987712000002,57.5999705088,50.39988203520002,79.99984640000002,22.3999987712,-1.7257452581794204,1.2255339018893612,7.034212259345764,47.999975424,3581.4325151395847,1.4925380747612063,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,23.743998083050002,4.845858433158583,20.0959999508,31.999993856,21.4399992627,20.38399980335,24.7999975424,11.9039939052,4.415997739049999,31.999993856,20.0959999508,-0.2941275089825449,0.2532764660680851,1.4065103655446323,9.5999950848,587.2597889220962,1.3477087449246241,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.1497599233,0.19383433731326874,20.003839998,20.4799997542,20.0575999705,20.01535999215,20.19199990165,0.4761597562000013,0.1766399095000004,20.4799997542,20.003839998,-0.011765100358488958,0.010131058642553219,0.056260414621026204,0.38399980340000184,406.05039671694857,1.016389268763353,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.005759997050003,0.00791635876296801,20.0,20.0191999902,20.001919999000002,20.0,20.00767999605,0.019199990200000627,0.007679996050001137,20.0191999902,20.0,-0.00048020817837660096,0.0004085104297872474,0.002273021930680061,0.015359992200000505,400.23049572830206,1.0006718061774198,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,400.0,1.0,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,400.0,1.0,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,400.0,1.0,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,32.0,20.784609690826528,20.0,68.0,20.0,20.0,32.0,48.0,12.0,20.0,68.0,1.1254884932696485,1.0212765957446808,6.92663487638325,48.0,1456.0,2.125,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,61.279999999999994,24.229304571118007,20.0,79.52,72.8,56.0,78.08,59.519999999999996,22.08,20.0,79.52,1.4706382978723402,1.2663829787234042,7.03255542838642,48.0,4342.297599999999,1.297650130548303,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,79.2512,0.9691721828447222,77.6,79.9808,79.71199999999999,79.03999999999999,79.9232,2.380800000000008,0.8832000000000022,77.6,79.9808,0.058825531914892815,0.05065531914893633,0.281302217135457,1.9200000000000017,6281.69199616,1.0092061697488492,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,79.970048,0.038766887313786906,79.904,79.99923199999998,79.98848000000001,79.9616,79.996928,0.09523199999998155,0.0353279999999927,79.904,79.99923199999998,0.0023530212765937035,0.002026212765957054,0.011252088685419062,0.07680000000000575,6395.210079993856,1.0003649366322749,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,79.99880192,0.0015506754925530414,79.99616,79.99996928,79.9995392,79.99846399999998,79.99987712000002,0.0038092799999986937,0.001413120000037793,79.99616,79.99996928,9.412085106355565e-05,8.104851063827009e-05,0.0004500835474142653,0.0030719999999746506,6399.80831103999,1.000014592218533,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,53.59995207680001,26.617243518146797,22.3999987712,79.99996928,55.999920128000014,29.5999950848,79.99987712000002,57.5999705088,50.39988203520002,79.99984640000002,22.3999987712,-1.7257452581794204,1.2255339018893612,7.034212259345764,47.999975424,3581.4325151395847,1.4925380747612063,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,23.743998083050002,4.845858433158583,20.0959999508,31.999993856,21.4399992627,20.38399980335,24.7999975424,11.9039939052,4.415997739049999,31.999993856,20.0959999508,-0.2941275089825449,0.2532764660680851,1.4065103655446323,9.5999950848,587.2597889220962,1.3477087449246241,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.1497599233,0.19383433731326874,20.003839998,20.4799997542,20.0575999705,20.01535999215,20.19199990165,0.4761597562000013,0.1766399095000004,20.4799997542,20.003839998,-0.011765100358488958,0.010131058642553219,0.056260414621026204,0.38399980340000184,406.05039671694857,1.016389268763353,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.005759997050003,0.00791635876296801,20.0,20.0191999902,20.001919999000002,20.0,20.00767999605,0.019199990200000627,0.007679996050001137,20.0191999902,20.0,-0.00048020817837660096,0.0004085104297872474,0.002273021930680061,0.015359992200000505,400.23049572830206,1.0006718061774198,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,400.0,1.0,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,400.0,1.0,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,400.0,1.0,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,32.0,20.784609690826528,20.0,68.0,20.0,20.0,32.0,48.0,12.0,20.0,68.0,1.1254884932696485,1.0212765957446808,6.92663487638325,48.0,1456.0,2.125,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,61.279999999999994,24.229304571118007,20.0,79.52,72.8,56.0,78.08,59.519999999999996,22.08,20.0,79.52,1.4706382978723402,1.2663829787234042,7.03255542838642,48.0,4342.297599999999,1.297650130548303,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,79.2512,0.9691721828447222,77.6,79.9808,79.71199999999999,79.03999999999999,79.9232,2.380800000000008,0.8832000000000022,77.6,79.9808,0.058825531914892815,0.05065531914893633,0.281302217135457,1.9200000000000017,6281.69199616,1.0092061697488492,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,79.970048,0.038766887313786906,79.904,79.99923199999998,79.98848000000001,79.9616,79.996928,0.09523199999998155,0.0353279999999927,79.904,79.99923199999998,0.0023530212765937035,0.002026212765957054,0.011252088685419062,0.07680000000000575,6395.210079993856,1.0003649366322749,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,79.99880192,0.0015506754925530414,79.99616,79.99996928,79.9995392,79.99846399999998,79.99987712000002,0.0038092799999986937,0.001413120000037793,79.99616,79.99996928,9.412085106355565e-05,8.104851063827009e-05,0.0004500835474142653,0.0030719999999746506,6399.80831103999,1.000014592218533,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,53.59995207680001,26.617243518146797,22.3999987712,79.99996928,55.999920128000014,29.5999950848,79.99987712000002,57.5999705088,50.39988203520002,79.99984640000002,22.3999987712,-1.7257452581794204,1.2255339018893612,7.034212259345764,47.999975424,3581.4325151395847,1.4925380747612063,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,23.743998083050002,4.845858433158583,20.0959999508,31.999993856,21.4399992627,20.38399980335,24.7999975424,11.9039939052,4.415997739049999,31.999993856,20.0959999508,-0.2941275089825449,0.2532764660680851,1.4065103655446323,9.5999950848,587.2597889220962,1.3477087449246241,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.1497599233,0.19383433731326874,20.003839998,20.4799997542,20.0575999705,20.01535999215,20.19199990165,0.4761597562000013,0.1766399095000004,20.4799997542,20.003839998,-0.011765100358488958,0.010131058642553219,0.056260414621026204,0.38399980340000184,406.05039671694857,1.016389268763353,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.005759997050003,0.00791635876296801,20.0,20.0191999902,20.001919999000002,20.0,20.00767999605,0.019199990200000627,0.007679996050001137,20.0191999902,20.0,-0.00048020817837660096,0.0004085104297872474,0.002273021930680061,0.015359992200000505,400.23049572830206,1.0006718061774198,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,400.0,1.0,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,400.0,1.0,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,400.0,1.0,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,32.0,20.784609690826528,20.0,68.0,20.0,20.0,32.0,48.0,12.0,20.0,68.0,1.1254884932696485,1.0212765957446808,6.92663487638325,48.0,1456.0,2.125,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
48,235.0,5.0,61.279999999999994,24.229304571118007,20.0,79.52,72.8,56.0,78.08,59.519999999999996,22.08,20.0,79.52,1.4706382978723402,1.2663829787234042,7.03255542838642,48.0,4342.297599999999,1.297650130548303,artificialNoAnomaly/artificialNoAnomaly/art_daily_no_noise.csv,0
